,Price,PredictedPrice,MAE,MSE,RMSE
152,1335000.0,885608.3236273732,303518.91518392804,216930341137.52878,465757.81382337405
156,425000.0,394045.0414267164,303518.91518392804,216930341137.52878,465757.81382337405
179,857000.0,989307.6191974916,303518.91518392804,216930341137.52878,465757.81382337405
181,730000.0,432249.089416977,303518.91518392804,216930341137.52878,465757.81382337405
186,1085000.0,2096693.2683000332,303518.91518392804,216930341137.52878,465757.81382337405
187,781000.0,947590.5029017022,303518.91518392804,216930341137.52878,465757.81382337405
189,421000.0,418620.85426700674,303518.91518392804,216930341137.52878,465757.81382337405
191,683000.0,1047168.9124406483,303518.91518392804,216930341137.52878,465757.81382337405
196,875000.0,1243352.7313689226,303518.91518392804,216930341137.52878,465757.81382337405
206,693000.0,1271849.7925185654,303518.91518392804,216930341137.52878,465757.81382337405
208,728500.0,1018216.7218914218,303518.91518392804,216930341137.52878,465757.81382337405
213,815000.0,1299851.464945158,303518.91518392804,216930341137.52878,465757.81382337405
217,1200000.0,1251898.314742417,303518.91518392804,216930341137.52878,465757.81382337405
227,1870000.0,1384003.1045302693,303518.91518392804,216930341137.52878,465757.81382337405
229,1918000.0,1130657.2894409,303518.91518392804,216930341137.52878,465757.81382337405
240,1435000.0,1282775.945755247,303518.91518392804,216930341137.52878,465757.81382337405
244,592500.0,620322.9810519852,303518.91518392804,216930341137.52878,465757.81382337405
249,2200000.0,1602557.8780924948,303518.91518392804,216930341137.52878,465757.81382337405
259,1300000.0,1317110.0705873845,303518.91518392804,216930341137.52878,465757.81382337405
261,704000.0,601228.8392293472,303518.91518392804,216930341137.52878,465757.81382337405
272,3625000.0,1753601.7357546156,303518.91518392804,216930341137.52878,465757.81382337405
273,4200000.0,1909673.911422303,303518.91518392804,216930341137.52878,465757.81382337405
275,3512500.0,1475265.3913419377,303518.91518392804,216930341137.52878,465757.81382337405
285,467000.0,560062.8597925939,303518.91518392804,216930341137.52878,465757.81382337405
291,710000.0,1230483.903599158,303518.91518392804,216930341137.52878,465757.81382337405
326,1180000.0,1558933.5760965645,303518.91518392804,216930341137.52878,465757.81382337405
331,865000.0,857213.0735242851,303518.91518392804,216930341137.52878,465757.81382337405
335,1037500.0,1317791.2283526892,303518.91518392804,216930341137.52878,465757.81382337405
336,1050000.0,1113831.50886101,303518.91518392804,216930341137.52878,465757.81382337405
337,440000.0,636542.0181860831,303518.91518392804,216930341137.52878,465757.81382337405
343,1130000.0,1671366.5366268037,303518.91518392804,216930341137.52878,465757.81382337405
344,1135000.0,1297053.0539917648,303518.91518392804,216930341137.52878,465757.81382337405
345,950000.0,1696529.9950864166,303518.91518392804,216930341137.52878,465757.81382337405
357,1000000.0,1125245.0482946346,303518.91518392804,216930341137.52878,465757.81382337405
362,1305000.0,1448221.1417314522,303518.91518392804,216930341137.52878,465757.81382337405
366,545000.0,1023781.1223842055,303518.91518392804,216930341137.52878,465757.81382337405
376,1555000.0,1398574.0242620306,303518.91518392804,216930341137.52878,465757.81382337405
383,1655000.0,1188531.9457386583,303518.91518392804,216930341137.52878,465757.81382337405
397,1440000.0,905872.4697264582,303518.91518392804,216930341137.52878,465757.81382337405
398,1250000.0,1120620.7242904436,303518.91518392804,216930341137.52878,465757.81382337405
403,1790000.0,1674209.0384093001,303518.91518392804,216930341137.52878,465757.81382337405
419,1365000.0,2117772.169273519,303518.91518392804,216930341137.52878,465757.81382337405
420,1100000.0,1293640.467075535,303518.91518392804,216930341137.52878,465757.81382337405
427,600000.0,466362.33596098423,303518.91518392804,216930341137.52878,465757.81382337405
430,1240000.0,1489979.062657006,303518.91518392804,216930341137.52878,465757.81382337405
431,700000.0,356247.8401021417,303518.91518392804,216930341137.52878,465757.81382337405
433,1110000.0,774863.6733651776,303518.91518392804,216930341137.52878,465757.81382337405
435,855000.0,1079289.795776708,303518.91518392804,216930341137.52878,465757.81382337405
440,750000.0,793674.4655178357,303518.91518392804,216930341137.52878,465757.81382337405
448,680000.0,972151.1046220763,303518.91518392804,216930341137.52878,465757.81382337405
470,522500.0,640038.4817753434,303518.91518392804,216930341137.52878,465757.81382337405
489,1819000.0,1788867.9779296312,303518.91518392804,216930341137.52878,465757.81382337405
492,1015000.0,693682.5689469539,303518.91518392804,216930341137.52878,465757.81382337405
495,442000.0,610040.96377315,303518.91518392804,216930341137.52878,465757.81382337405
497,416000.0,614865.8827773631,303518.91518392804,216930341137.52878,465757.81382337405
499,474000.0,586080.9369027913,303518.91518392804,216930341137.52878,465757.81382337405
500,981000.0,958804.5511155007,303518.91518392804,216930341137.52878,465757.81382337405
507,1800000.0,1408312.8083806504,303518.91518392804,216930341137.52878,465757.81382337405
514,806000.0,537178.3335495479,303518.91518392804,216930341137.52878,465757.81382337405
515,4000000.0,3050872.726179702,303518.91518392804,216930341137.52878,465757.81382337405
517,2250000.0,1951247.6525875703,303518.91518392804,216930341137.52878,465757.81382337405
526,700000.0,857753.5080341995,303518.91518392804,216930341137.52878,465757.81382337405
528,500000.0,745428.8914133422,303518.91518392804,216930341137.52878,465757.81382337405
535,1750000.0,1694267.6867044931,303518.91518392804,216930341137.52878,465757.81382337405
542,3270000.0,1853024.9845930394,303518.91518392804,216930341137.52878,465757.81382337405
546,2730000.0,1830117.464841999,303518.91518392804,216930341137.52878,465757.81382337405
570,1900000.0,1498304.0001889952,303518.91518392804,216930341137.52878,465757.81382337405
575,3020000.0,2054115.9504222907,303518.91518392804,216930341137.52878,465757.81382337405
600,1825000.0,1643779.8132985244,303518.91518392804,216930341137.52878,465757.81382337405
603,3250000.0,2472726.9448684277,303518.91518392804,216930341137.52878,465757.81382337405
619,2575000.0,1849343.8021172965,303518.91518392804,216930341137.52878,465757.81382337405
620,1388800.0,1525685.9098649994,303518.91518392804,216930341137.52878,465757.81382337405
638,1750000.0,1650525.1787923602,303518.91518392804,216930341137.52878,465757.81382337405
639,2000000.0,1805210.3987078164,303518.91518392804,216930341137.52878,465757.81382337405
640,1480000.0,1183377.8166468525,303518.91518392804,216930341137.52878,465757.81382337405
644,2525000.0,1583740.4624230834,303518.91518392804,216930341137.52878,465757.81382337405
652,1675000.0,1481214.140159499,303518.91518392804,216930341137.52878,465757.81382337405
656,4000000.0,2824481.6619693115,303518.91518392804,216930341137.52878,465757.81382337405
658,2205000.0,1696064.4165342432,303518.91518392804,216930341137.52878,465757.81382337405
670,1040000.0,504208.5081477221,303518.91518392804,216930341137.52878,465757.81382337405
676,1700000.0,1599386.380960269,303518.91518392804,216930341137.52878,465757.81382337405
680,1651000.0,1100327.7639353313,303518.91518392804,216930341137.52878,465757.81382337405
681,1920000.0,2205399.812394943,303518.91518392804,216930341137.52878,465757.81382337405
684,1038000.0,1058964.5380640263,303518.91518392804,216930341137.52878,465757.81382337405
696,875000.0,783282.1758523341,303518.91518392804,216930341137.52878,465757.81382337405
702,1222500.0,1072859.6867544763,303518.91518392804,216930341137.52878,465757.81382337405
708,1317500.0,966802.4287650073,303518.91518392804,216930341137.52878,465757.81382337405
713,1500000.0,1403651.3886403842,303518.91518392804,216930341137.52878,465757.81382337405
716,1125000.0,978417.5957010752,303518.91518392804,216930341137.52878,465757.81382337405
721,1155000.0,1335075.5721198851,303518.91518392804,216930341137.52878,465757.81382337405
728,2255000.0,1705393.6475983309,303518.91518392804,216930341137.52878,465757.81382337405
734,1860000.0,1631590.9153199038,303518.91518392804,216930341137.52878,465757.81382337405
736,1293000.0,914616.7514761109,303518.91518392804,216930341137.52878,465757.81382337405
753,1235000.0,873604.6532200463,303518.91518392804,216930341137.52878,465757.81382337405
755,1165000.0,1003967.6864501182,303518.91518392804,216930341137.52878,465757.81382337405
757,1910000.0,1712844.1075851694,303518.91518392804,216930341137.52878,465757.81382337405
763,910000.0,704548.2079774216,303518.91518392804,216930341137.52878,465757.81382337405
772,670000.0,632928.8789053932,303518.91518392804,216930341137.52878,465757.81382337405
776,1900000.0,1912399.9323696755,303518.91518392804,216930341137.52878,465757.81382337405
789,825000.0,745622.7962467112,303518.91518392804,216930341137.52878,465757.81382337405
808,1210000.0,1323665.5158034796,303518.91518392804,216930341137.52878,465757.81382337405
810,1215000.0,1135167.7082234742,303518.91518392804,216930341137.52878,465757.81382337405
818,1338000.0,1199077.3249312025,303518.91518392804,216930341137.52878,465757.81382337405
822,1390000.0,1142637.9850089177,303518.91518392804,216930341137.52878,465757.81382337405
825,1100000.0,977708.101066458,303518.91518392804,216930341137.52878,465757.81382337405
829,486500.0,540679.7738293204,303518.91518392804,216930341137.52878,465757.81382337405
840,845000.0,996685.7615455259,303518.91518392804,216930341137.52878,465757.81382337405
841,860000.0,787931.8536009751,303518.91518392804,216930341137.52878,465757.81382337405
846,742500.0,751751.7328355424,303518.91518392804,216930341137.52878,465757.81382337405
850,702000.0,725332.2012337111,303518.91518392804,216930341137.52878,465757.81382337405
857,1050000.0,1067641.9323855266,303518.91518392804,216930341137.52878,465757.81382337405
863,1035000.0,1155468.9409550056,303518.91518392804,216930341137.52878,465757.81382337405
869,1600000.0,1862217.2326395074,303518.91518392804,216930341137.52878,465757.81382337405
876,1110000.0,1361589.382105533,303518.91518392804,216930341137.52878,465757.81382337405
880,900000.0,1050368.275002608,303518.91518392804,216930341137.52878,465757.81382337405
900,1465000.0,1140116.6656536274,303518.91518392804,216930341137.52878,465757.81382337405
903,935000.0,864021.4829602148,303518.91518392804,216930341137.52878,465757.81382337405
904,977000.0,932110.4626479847,303518.91518392804,216930341137.52878,465757.81382337405
906,1115000.0,1308270.6661616378,303518.91518392804,216930341137.52878,465757.81382337405
909,1197000.0,1010076.2129724035,303518.91518392804,216930341137.52878,465757.81382337405
914,1698888.0,1427277.7341311704,303518.91518392804,216930341137.52878,465757.81382337405
956,886000.0,842560.4282616992,303518.91518392804,216930341137.52878,465757.81382337405
958,1015000.0,1275661.7611911315,303518.91518392804,216930341137.52878,465757.81382337405
969,1620000.0,1530218.9522459824,303518.91518392804,216930341137.52878,465757.81382337405
982,975000.0,899372.7532046232,303518.91518392804,216930341137.52878,465757.81382337405
986,1500000.0,934414.3874158924,303518.91518392804,216930341137.52878,465757.81382337405
991,775000.0,482257.67661482096,303518.91518392804,216930341137.52878,465757.81382337405
998,636000.0,360090.06229555234,303518.91518392804,216930341137.52878,465757.81382337405
1003,1170000.0,948571.6153892586,303518.91518392804,216930341137.52878,465757.81382337405
1011,645000.0,813407.3769294601,303518.91518392804,216930341137.52878,465757.81382337405
1015,868000.0,959153.0261495495,303518.91518392804,216930341137.52878,465757.81382337405
1027,696000.0,868793.6119860727,303518.91518392804,216930341137.52878,465757.81382337405
1033,475000.0,608088.5606585424,303518.91518392804,216930341137.52878,465757.81382337405
1043,3695000.0,1880109.2568356069,303518.91518392804,216930341137.52878,465757.81382337405
1056,2100000.0,1324326.655502772,303518.91518392804,216930341137.52878,465757.81382337405
1060,1761000.0,1599912.5066463724,303518.91518392804,216930341137.52878,465757.81382337405
1067,3171000.0,1665819.1760933558,303518.91518392804,216930341137.52878,465757.81382337405
1074,1475000.0,1023088.8825921966,303518.91518392804,216930341137.52878,465757.81382337405
1084,3320000.0,1822035.8260836871,303518.91518392804,216930341137.52878,465757.81382337405
1089,1650000.0,1436427.8691744134,303518.91518392804,216930341137.52878,465757.81382337405
1095,1785000.0,1173647.1199325807,303518.91518392804,216930341137.52878,465757.81382337405
1101,2730000.0,2342970.576813386,303518.91518392804,216930341137.52878,465757.81382337405
1104,3295888.0,1816927.793861515,303518.91518392804,216930341137.52878,465757.81382337405
1108,2100000.0,2545825.91979713,303518.91518392804,216930341137.52878,465757.81382337405
1131,1532000.0,1162498.1727453424,303518.91518392804,216930341137.52878,465757.81382337405
1139,3050000.0,1977412.1785427108,303518.91518392804,216930341137.52878,465757.81382337405
1146,2250000.0,1245221.5776072545,303518.91518392804,216930341137.52878,465757.81382337405
1153,2405000.0,1104338.7258838583,303518.91518392804,216930341137.52878,465757.81382337405
1154,1352500.0,813800.3617267516,303518.91518392804,216930341137.52878,465757.81382337405
1156,3105000.0,1945723.9174049776,303518.91518392804,216930341137.52878,465757.81382337405
1173,1825000.0,2362160.549182603,303518.91518392804,216930341137.52878,465757.81382337405
1178,1500000.0,1222234.9652039837,303518.91518392804,216930341137.52878,465757.81382337405
1181,1400000.0,1157641.3074224424,303518.91518392804,216930341137.52878,465757.81382337405
1183,1600000.0,1774613.5055687055,303518.91518392804,216930341137.52878,465757.81382337405
1184,1780000.0,1446716.185932883,303518.91518392804,216930341137.52878,465757.81382337405
1205,1650000.0,1796787.3166893963,303518.91518392804,216930341137.52878,465757.81382337405
1209,2550000.0,1856720.4946388295,303518.91518392804,216930341137.52878,465757.81382337405
1212,1845000.0,968065.7434451962,303518.91518392804,216930341137.52878,465757.81382337405
1220,1300000.0,1135789.3453145558,303518.91518392804,216930341137.52878,465757.81382337405
1232,681000.0,231964.48450495303,303518.91518392804,216930341137.52878,465757.81382337405
1235,340000.0,398759.0895092804,303518.91518392804,216930341137.52878,465757.81382337405
1240,692000.0,530719.1834310833,303518.91518392804,216930341137.52878,465757.81382337405
1242,903000.0,550625.8130351938,303518.91518392804,216930341137.52878,465757.81382337405
1243,2820000.0,2289866.599951215,303518.91518392804,216930341137.52878,465757.81382337405
1260,410000.0,457564.93588557094,303518.91518392804,216930341137.52878,465757.81382337405
1261,272500.0,443565.14959695935,303518.91518392804,216930341137.52878,465757.81382337405
1264,950000.0,1163698.604911955,303518.91518392804,216930341137.52878,465757.81382337405
1271,445000.0,563822.7353837639,303518.91518392804,216930341137.52878,465757.81382337405
1278,1125000.0,1230786.7337071449,303518.91518392804,216930341137.52878,465757.81382337405
1286,880000.0,971211.4582085554,303518.91518392804,216930341137.52878,465757.81382337405
1287,1222500.0,1342073.051171478,303518.91518392804,216930341137.52878,465757.81382337405
1291,955000.0,1013298.867328749,303518.91518392804,216930341137.52878,465757.81382337405
1296,587000.0,575088.6559908856,303518.91518392804,216930341137.52878,465757.81382337405
1297,1060000.0,1122360.4668267593,303518.91518392804,216930341137.52878,465757.81382337405
1310,1350000.0,1321312.0134583618,303518.91518392804,216930341137.52878,465757.81382337405
1311,1320000.0,1655347.5866745012,303518.91518392804,216930341137.52878,465757.81382337405
1312,825000.0,1339513.895143209,303518.91518392804,216930341137.52878,465757.81382337405
1317,1045000.0,1387074.8140772395,303518.91518392804,216930341137.52878,465757.81382337405
1320,1691500.0,1627472.678919699,303518.91518392804,216930341137.52878,465757.81382337405
1321,1075000.0,1019062.3253363604,303518.91518392804,216930341137.52878,465757.81382337405
1352,880000.0,1251564.1379665844,303518.91518392804,216930341137.52878,465757.81382337405
1361,820000.0,1257522.093744169,303518.91518392804,216930341137.52878,465757.81382337405
1363,1170000.0,1301586.9907100536,303518.91518392804,216930341137.52878,465757.81382337405
1365,640000.0,1015068.6236197473,303518.91518392804,216930341137.52878,465757.81382337405
1367,1875000.0,1634602.937393331,303518.91518392804,216930341137.52878,465757.81382337405
1368,1053000.0,2794822.421496338,303518.91518392804,216930341137.52878,465757.81382337405
1373,1020000.0,1191175.6132158162,303518.91518392804,216930341137.52878,465757.81382337405
1375,1340000.0,1303373.2690365296,303518.91518392804,216930341137.52878,465757.81382337405
1376,1410000.0,1796622.7139333636,303518.91518392804,216930341137.52878,465757.81382337405
1382,370000.0,477837.19565978274,303518.91518392804,216930341137.52878,465757.81382337405
1385,1210000.0,1628586.686914851,303518.91518392804,216930341137.52878,465757.81382337405
1386,1755000.0,1779397.1521545807,303518.91518392804,216930341137.52878,465757.81382337405
1390,755000.0,1125038.7416819185,303518.91518392804,216930341137.52878,465757.81382337405
1395,471000.0,594717.6821699366,303518.91518392804,216930341137.52878,465757.81382337405
1401,1350000.0,1712428.8102814723,303518.91518392804,216930341137.52878,465757.81382337405
1403,300000.0,378263.07951516844,303518.91518392804,216930341137.52878,465757.81382337405
1409,797500.0,1048572.3860798478,303518.91518392804,216930341137.52878,465757.81382337405
1417,1205000.0,2179637.080303345,303518.91518392804,216930341137.52878,465757.81382337405
1426,385000.0,538891.7774331942,303518.91518392804,216930341137.52878,465757.81382337405
1434,537000.0,621755.3139023297,303518.91518392804,216930341137.52878,465757.81382337405
1446,820000.0,1140276.4230823517,303518.91518392804,216930341137.52878,465757.81382337405
1456,440000.0,803284.9044513088,303518.91518392804,216930341137.52878,465757.81382337405
1460,851000.0,537666.5329955705,303518.91518392804,216930341137.52878,465757.81382337405
1463,1235000.0,1411544.5931828897,303518.91518392804,216930341137.52878,465757.81382337405
1465,1303000.0,1258188.8500523884,303518.91518392804,216930341137.52878,465757.81382337405
1483,787000.0,533232.7997859772,303518.91518392804,216930341137.52878,465757.81382337405
1488,1302000.0,1255301.0448985323,303518.91518392804,216930341137.52878,465757.81382337405
1491,1300000.0,1441687.9284637515,303518.91518392804,216930341137.52878,465757.81382337405
1506,1590000.0,2009857.2445357488,303518.91518392804,216930341137.52878,465757.81382337405
1527,1255000.0,1265321.2196695227,303518.91518392804,216930341137.52878,465757.81382337405
1537,745000.0,691796.4379382916,303518.91518392804,216930341137.52878,465757.81382337405
1545,1270000.0,1176231.2487096507,303518.91518392804,216930341137.52878,465757.81382337405
1546,900000.0,1277508.123843031,303518.91518392804,216930341137.52878,465757.81382337405
1559,729000.0,611432.8480463922,303518.91518392804,216930341137.52878,465757.81382337405
1561,1650000.0,1250799.803966212,303518.91518392804,216930341137.52878,465757.81382337405
1564,615000.0,683007.6678954735,303518.91518392804,216930341137.52878,465757.81382337405
1579,2000000.0,1234101.077098419,303518.91518392804,216930341137.52878,465757.81382337405
1580,1302000.0,1124109.7963679219,303518.91518392804,216930341137.52878,465757.81382337405
1582,1622000.0,1219641.2278994983,303518.91518392804,216930341137.52878,465757.81382337405
1584,435000.0,660373.4698097035,303518.91518392804,216930341137.52878,465757.81382337405
1589,1780000.0,1212249.864010307,303518.91518392804,216930341137.52878,465757.81382337405
1596,2700000.0,1959160.1577151865,303518.91518392804,216930341137.52878,465757.81382337405
1599,2228000.0,1531166.6109011061,303518.91518392804,216930341137.52878,465757.81382337405
1623,2015000.0,1530186.4601647155,303518.91518392804,216930341137.52878,465757.81382337405
1624,700000.0,620507.2087078523,303518.91518392804,216930341137.52878,465757.81382337405
1630,2030000.0,1604137.8949827123,303518.91518392804,216930341137.52878,465757.81382337405
1634,2250000.0,2593997.07489115,303518.91518392804,216930341137.52878,465757.81382337405
1637,1587500.0,1194890.6864119787,303518.91518392804,216930341137.52878,465757.81382337405
1645,1305000.0,908537.4096632171,303518.91518392804,216930341137.52878,465757.81382337405
1648,2930000.0,1822424.790044102,303518.91518392804,216930341137.52878,465757.81382337405
1655,1680000.0,1586608.3856210466,303518.91518392804,216930341137.52878,465757.81382337405
1666,3145000.0,1445525.3358149389,303518.91518392804,216930341137.52878,465757.81382337405
1676,2175000.0,1445178.2843598817,303518.91518392804,216930341137.52878,465757.81382337405
1695,437000.0,510620.22859845497,303518.91518392804,216930341137.52878,465757.81382337405
1697,520000.0,781672.9016408697,303518.91518392804,216930341137.52878,465757.81382337405
1698,570000.0,641864.1325903088,303518.91518392804,216930341137.52878,465757.81382337405
1705,510000.0,465538.7317515407,303518.91518392804,216930341137.52878,465757.81382337405
1711,772000.0,548694.1235890947,303518.91518392804,216930341137.52878,465757.81382337405
1732,930000.0,798674.2746373191,303518.91518392804,216930341137.52878,465757.81382337405
1733,465000.0,443246.6991238948,303518.91518392804,216930341137.52878,465757.81382337405
1740,1501000.0,1386907.9469539355,303518.91518392804,216930341137.52878,465757.81382337405
1748,675000.0,691092.6648607366,303518.91518392804,216930341137.52878,465757.81382337405
1749,588000.0,263225.3047700338,303518.91518392804,216930341137.52878,465757.81382337405
1756,656000.0,494013.1874955781,303518.91518392804,216930341137.52878,465757.81382337405
1757,930000.0,915778.4308443125,303518.91518392804,216930341137.52878,465757.81382337405
1758,415000.0,456964.8730485998,303518.91518392804,216930341137.52878,465757.81382337405
1759,650000.0,471878.9826777093,303518.91518392804,216930341137.52878,465757.81382337405
1767,1430000.0,1365885.177904631,303518.91518392804,216930341137.52878,465757.81382337405
1773,1125000.0,1108916.3692930061,303518.91518392804,216930341137.52878,465757.81382337405
1776,405000.0,541426.8859825376,303518.91518392804,216930341137.52878,465757.81382337405
1782,1880000.0,1612829.5882656528,303518.91518392804,216930341137.52878,465757.81382337405
1797,365000.0,355546.38765932433,303518.91518392804,216930341137.52878,465757.81382337405
1810,2005000.0,1309136.8728819182,303518.91518392804,216930341137.52878,465757.81382337405
1812,420000.0,308711.85787789524,303518.91518392804,216930341137.52878,465757.81382337405
1817,1400000.0,1204953.2474690862,303518.91518392804,216930341137.52878,465757.81382337405
1826,550000.0,332167.6133524105,303518.91518392804,216930341137.52878,465757.81382337405
1830,275500.0,421150.86300490797,303518.91518392804,216930341137.52878,465757.81382337405
1845,825000.0,938854.0328082992,303518.91518392804,216930341137.52878,465757.81382337405
1869,650000.0,919978.5803214591,303518.91518392804,216930341137.52878,465757.81382337405
1875,1260000.0,1344806.8498482415,303518.91518392804,216930341137.52878,465757.81382337405
1877,1000000.0,861737.6257945336,303518.91518392804,216930341137.52878,465757.81382337405
1878,845000.0,736370.5479631573,303518.91518392804,216930341137.52878,465757.81382337405
1881,780000.0,1277316.8434663955,303518.91518392804,216930341137.52878,465757.81382337405
1883,930000.0,1046096.7643547282,303518.91518392804,216930341137.52878,465757.81382337405
1887,1209000.0,1159195.761631066,303518.91518392804,216930341137.52878,465757.81382337405
1891,1290000.0,1212153.9294193368,303518.91518392804,216930341137.52878,465757.81382337405
1893,495000.0,645157.1382656451,303518.91518392804,216930341137.52878,465757.81382337405
1902,885500.0,883666.8194691986,303518.91518392804,216930341137.52878,465757.81382337405
1919,675000.0,820536.1687356085,303518.91518392804,216930341137.52878,465757.81382337405
1921,1202000.0,1391353.6020538993,303518.91518392804,216930341137.52878,465757.81382337405
1930,953000.0,1136324.319249725,303518.91518392804,216930341137.52878,465757.81382337405
1931,735000.0,1057873.8899475,303518.91518392804,216930341137.52878,465757.81382337405
1941,825000.0,1205769.7122811135,303518.91518392804,216930341137.52878,465757.81382337405
1942,1131000.0,1509704.3056610888,303518.91518392804,216930341137.52878,465757.81382337405
1945,1210000.0,1149174.2371715605,303518.91518392804,216930341137.52878,465757.81382337405
1954,1130000.0,1215313.574308211,303518.91518392804,216930341137.52878,465757.81382337405
1958,903000.0,1037437.5431130566,303518.91518392804,216930341137.52878,465757.81382337405
1968,1136000.0,1808403.5041520465,303518.91518392804,216930341137.52878,465757.81382337405
1969,635000.0,461910.34982386045,303518.91518392804,216930341137.52878,465757.81382337405
1980,841000.0,1213756.4066952337,303518.91518392804,216930341137.52878,465757.81382337405
1981,537500.0,507321.87941033207,303518.91518392804,216930341137.52878,465757.81382337405
1984,1120000.0,1105208.5688607348,303518.91518392804,216930341137.52878,465757.81382337405
1985,870000.0,853195.1074111462,303518.91518392804,216930341137.52878,465757.81382337405
1988,825000.0,1238091.124148341,303518.91518392804,216930341137.52878,465757.81382337405
1996,635000.0,1417472.3641894832,303518.91518392804,216930341137.52878,465757.81382337405
1999,1025000.0,1058920.7986405091,303518.91518392804,216930341137.52878,465757.81382337405
2000,700000.0,725371.6630215123,303518.91518392804,216930341137.52878,465757.81382337405
2007,1150000.0,1658553.3795858305,303518.91518392804,216930341137.52878,465757.81382337405
2008,515000.0,568921.1626922525,303518.91518392804,216930341137.52878,465757.81382337405
2013,605000.0,612352.3668440692,303518.91518392804,216930341137.52878,465757.81382337405
2019,1370000.0,1145826.0929082166,303518.91518392804,216930341137.52878,465757.81382337405
2021,810000.0,907831.209277207,303518.91518392804,216930341137.52878,465757.81382337405
2027,241000.0,363951.32311550155,303518.91518392804,216930341137.52878,465757.81382337405
2048,860000.0,1121622.2102037044,303518.91518392804,216930341137.52878,465757.81382337405
2064,637000.0,1077808.3632835662,303518.91518392804,216930341137.52878,465757.81382337405
2088,415000.0,605072.4545382317,303518.91518392804,216930341137.52878,465757.81382337405
2090,372000.0,388069.7022477258,303518.91518392804,216930341137.52878,465757.81382337405
2091,1326000.0,1069840.3024418466,303518.91518392804,216930341137.52878,465757.81382337405
2095,457000.0,571169.4070843253,303518.91518392804,216930341137.52878,465757.81382337405
2096,897500.0,1062424.274396468,303518.91518392804,216930341137.52878,465757.81382337405
2100,1075000.0,1441900.1048540743,303518.91518392804,216930341137.52878,465757.81382337405
2112,713500.0,852423.51999164,303518.91518392804,216930341137.52878,465757.81382337405
2114,672000.0,538592.6232405081,303518.91518392804,216930341137.52878,465757.81382337405
2129,1125000.0,1080855.414262225,303518.91518392804,216930341137.52878,465757.81382337405
2135,910000.0,699836.6746776551,303518.91518392804,216930341137.52878,465757.81382337405
2136,1850000.0,889755.688900955,303518.91518392804,216930341137.52878,465757.81382337405
2137,1225000.0,1424748.3740921384,303518.91518392804,216930341137.52878,465757.81382337405
2138,1316000.0,1224791.5021126978,303518.91518392804,216930341137.52878,465757.81382337405
2142,1430000.0,1223885.3115317803,303518.91518392804,216930341137.52878,465757.81382337405
2147,1468000.0,1209982.532227233,303518.91518392804,216930341137.52878,465757.81382337405
2158,1190000.0,815924.3437739592,303518.91518392804,216930341137.52878,465757.81382337405
2163,1300000.0,777338.5761268009,303518.91518392804,216930341137.52878,465757.81382337405
2171,1250000.0,1174246.6578952568,303518.91518392804,216930341137.52878,465757.81382337405
2172,1460800.0,1668855.7748075658,303518.91518392804,216930341137.52878,465757.81382337405
2181,1401000.0,1618567.904011351,303518.91518392804,216930341137.52878,465757.81382337405
2189,751800.0,398369.9671381507,303518.91518392804,216930341137.52878,465757.81382337405
2191,1202000.0,1092281.2663875148,303518.91518392804,216930341137.52878,465757.81382337405
2198,1650000.0,1936373.2141757011,303518.91518392804,216930341137.52878,465757.81382337405
2204,2600000.0,1755241.3978413707,303518.91518392804,216930341137.52878,465757.81382337405
